response_id,session_id,learning_objective_id,learning_objective
mnzltcm,mcbuxjd,couwqal,"Ordering numbers up to 10,000."
mnznmqd,mcpedyn,awpcdkl,Partitioning in different ways with decimals.
mnzpiam,amdegzg,mndvwdh,Understanding fractions greater than 1.
mnzvwel,arllngv,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
mnzxuyt,nszitzl,mqoudkb,Finding factors.
mnzzyld,lcdrbrb,mfcuuxh,"Using hundreds, tens and ones to make 3-digit numbers. "
moabkwk,chjiqfc,folqlut,Comparing numbers with up to 2 decimal places using money.
moakpjm,gurrwpv,ccxzyiu,Ordering numbers with up to 2 decimal places 
moanzgv,gtxbjqt,nixdzua,Adding and subtracting fractions with the same denominator.
moaofif,fqjflyw,cbyyaui,Adding and subtracting using rounding and adjusting.
moaufjx,aooklug,meqpwaq,Solving real-life problems with remainders.
mobcekr,jebkbwg,iswyqvs,Using multiplication and division facts up to 12 x 12.
mobncyt,isvmnye,ajoysag,Multiplying 3 numbers.
mobrbco,duvepdb,jczttsr,Writing simple fractions as decimals.
mobthfm,hgkojjw,jsunwmd,Subtracting using the column method. 
mobtymo,lgowrlk,heaiphk,"Knowing the value of each digit in numbers up to 10,000,000."
mobwbix,cvhapvn,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
mobzfvl,dphnqth,gosyndz,Using multiplication to convert units of measure.
mocnety,aajftxu,ngojtjt,Adding two 2-digit numbers mentally. 
mocrewp,kcidxqm,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
moczqvc,esitjvb,mflvjfv,Using known facts to find factors.
mocztjf,flijmsb,knhfxth,Multiplying using long multiplication.
modsuqm,ftokfpu,hwjxuqg,Subtracting money using the column method.
moealbp,kwkitdu,cayqlmh,Comparing and ordering fractions.
moeisvo,lodkpzq,kbxayvd,Finding common factors of two numbers.
moelukh,fvmcnln,ixlglnr,"Rounding numbers to the nearest 100 and 1,000."
moemjwu,nbstjkb,mqoudkb,Finding factors.
moeolti,dhqngrq,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
moeyift,dzgntbb,lddighw,"Comparing numbers up to 10,000."
mofgzvd,hlfuucc,heqwrmw,Using doubling and halving to find multiplication facts.
mofkvlk,lxrihsf,awpcdkl,Partitioning in different ways with decimals.
mofmpei,nvmeuwh,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
mofnoxy,aqovjxy,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
mofqcne,ehmpjjk,jfvgeod,Multiplying up to 3-digits using short multiplication.
mofriht,mbqlnmu,fjbqcsv,Comparing and ordering fractions by finding a common denominator.
mofxfeg,epuqshc,acvbcev,Comparing fractions using reasoning.
mogaagl,eafdfdb,ahgjnev,Finding percentages of an amount.
mogijdm,akzuagd,acvbcev,Comparing fractions using reasoning.
mogkwdx,damcvqc,heaiphk,"Knowing the value of each digit in numbers up to 10,000,000."
mohaqqb,arkyqve,kbxayvd,Finding common factors of two numbers.
moheevf,nsynmzq,iaxxfeb,Using mental strategies to multiply.
mohoint,ivrcdzp,mflvjfv,Using known facts to find factors.
mohpjlh,ftfgiej,mzfyjyr,Simplifying fractions.
mohukne,iannebd,ecwvorq,Choosing a mental or written method.
moievyq,gppsoth,jfiewtm,Finding missing numbers using the inverse. 
moiioks,lkyysxw,hmaoenn,Finding fractions of an amount.
moilquz,kfdhyvq,fhbcvwv,Working with Ratio
moiqloa,ixhgijg,jtdvfzo,Dividing using short division with exchange.
moizlcx,jzamubo,acvbcev,Comparing fractions using reasoning.
mojadak,lhzgdcs,dgfalxh,Classifying quadrilaterals. 
mojibut,ntkjujm,lcidfkx,Rounding numbers to the nearest 10.
mojnfvd,axcyfls,mzfyjyr,Simplifying fractions.
mojslyb,jgeejzz,cybjwqr,Finding missing angles. 
mokaonr,jiwfwuv,awpcdkl,Partitioning in different ways with decimals.
mokkafo,gewvcmw,jczttsr,Writing simple fractions as decimals.
mokvqoy,atdsqxk,jgitiar,Using addition and subtraction facts within 20. 
mokyozm,jhmkhta,mcfgtav,Adding using the column method. 
molblaw,lsmwmya,mlfcler,Adding and subtracting decimals using known facts.
molpbxw,ajuaqlg,ecwvorq,Choosing a mental or written method.
molqvuk,eadzmts,dwfrhvb,Adding or subtracting tenths or hundredths.
momfaoo,bkhcbjj,jloipph,Dividing using partitioning.
momnglo,cggqkvh,mzfyjyr,Simplifying fractions.
momtdvo,jmaglzu,hdmckzm,Calculating areas.
momyupm,howelgq,htatwwa,Knowing that 10 tens are equal to 100. 
monadyj,cyjtkpx,hmaoenn,Finding fractions of an amount.
mongcsr,mxcwvyf,meqpwaq,Solving real-life problems with remainders.
monopri,mzofudo,dwfrhvb,Adding or subtracting tenths or hundredths.
monqlbf,kslcwwr,krfuudx,Counting in multiples.
monwcdg,gofvdvl,kccejva,Multiplying using short multiplication.
monwcxq,flpmvqc,jtdvfzo,Dividing using short division with exchange.
mooqayb,ibmbmzg,nulmadz,"Rounding numbers to the nearest 10,000 and 100,000."
moorzxm,lrdhbgk,dgfalxh,Classifying quadrilaterals. 
mootuys,bjtgnms,kccejva,Multiplying using short multiplication.
mopkppv,gotkavi,nulmadz,"Rounding numbers to the nearest 10,000 and 100,000."
mopocnw,ckeerlh,hmaoenn,Finding fractions of an amount.
moqbexg,erjyhif,nlbulpj,Calculating with Compound Measures
moqbwzi,ehltnrd,mfcuuxh,"Using hundreds, tens and ones to make 3-digit numbers. "
moqdmbg,nuawpkm,dufuvhz,Expanding Double Brackets
moqpljx,evrylll,bwkgtme,"Looking at the 2x, 4x and 8x table. "
moqsdty,kxeaket,gfvqosz,Comparing numbers with the same number of decimal places. 
moqtmwq,dinomkk,esfbggf,Expanding and Factorising Single Brackets
moqwvdf,fefvjjp,jfvgeod,Multiplying up to 3-digits using short multiplication.
morctmf,dyqjazi,folqlut,Comparing numbers with up to 2 decimal places using money.
mordqbz,kcvpywz,kccejva,Multiplying using short multiplication.
morfiti,esolcyd,hjfghwb,"Knowing the value of each digit in numbers up to 1,000,000."
morjbzg,kkcftjw,hmaoenn,Finding fractions of an amount.
mornpni,hreyssh,guhomsj,Adding and subtracting fractions including mixed numbers.
morquvx,iefebmu,lddighw,"Comparing numbers up to 10,000."
morxdji,amnczpn,ittdkew,Finding equivalent fractions.
moryqxa,czerzfb,jzbokzb,Using mental strategies to divide.
mosozay,gnmjiqb,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
mosqckf,gckppth,nulmadz,"Rounding numbers to the nearest 10,000 and 100,000."
motluia,brkjcpg,eecbecn,Identifying right angles in shapes. 
moucwem,lxfbfer,iswyqvs,Using multiplication and division facts up to 12 x 12.
moukumt,glprohr,kccejva,Multiplying using short multiplication.
mouqczc,limkipl,ittdkew,Finding equivalent fractions.
mouytdm,cxjbyee,iqzxmwp,Applying the Capture-Recapture Method
movfdox,arvyubt,advgudi,Using a number line to show fractions.
movguja,axxkmpq,awpcdkl,Partitioning in different ways with decimals.
movhocx,menvjqg,fvlruzc,"Showing and partitioning numbers up to 10,000. "
mowbiwd,clffaxp,mzfyjyr,Simplifying fractions.
mowchhu,dhpsdma,lcrktjc,Recognising odd and even numbers
mowcogh,glgxeew,ighwkhu,Multiplying and dividing by 10 and 100.
mowlsdm,fdxcgdt,mflvjfv,Using known facts to find factors.
mowsior,dxyrqtd,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
mowsjqy,juhmbge,nulmadz,"Rounding numbers to the nearest 10,000 and 100,000."
moxksmd,dsmpwzn,fqxlbgh,Using pictures to solve problems. 
moxlmjk,jxwosfh,krfuudx,Counting in multiples.
moxtipl,bykegcf,etkffze,Factorising Quadratics (coefficient equal to 1)
moxtwlc,kevjmvt,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
moyinqi,cqldarv,guhomsj,Adding and subtracting fractions including mixed numbers.
moyprwn,eggoecs,ecwvorq,Choosing a mental or written method.
mozjjrq,chfxlqk,krfuudx,Counting in multiples.
mozjnka,mqyiwxk,ahpsuks,Using tens and ones to make 2-digit numbers. 
mozmfqa,hlnpjll,couwqal,"Ordering numbers up to 10,000."
mozmwxn,eypotjk,nixdzua,Adding and subtracting fractions with the same denominator.
moztwdt,cdnwcta,dwfrhvb,Adding or subtracting tenths or hundredths.
mpaawdg,boicstv,ahgjnev,Finding percentages of an amount.
mpbgdnl,khnfxas,acvbcev,Comparing fractions using reasoning.
mpbkcip,nclzfnn,mntjdry,Finding equivalent fractions using a number line.
mpbkntk,byrrafi,lortfat,Rounding numbers to the nearest tenth.
mpbpaaa,absftna,jczttsr,Writing simple fractions as decimals.
mpcasej,bzyflqt,ixlglnr,"Rounding numbers to the nearest 100 and 1,000."
mpcdzxl,gagcxfs,cjlaygb,Estimating the position of tenths and hundredths on a number line.
mpcehra,fjjzxji,mlfcler,Adding and subtracting decimals using known facts.
mpcigwx,ijfnukp,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
mpcjtyc,kxiadoy,dufuvhz,Expanding Double Brackets
mpcsuvm,buvfwkd,feiwqxq,Multiplying 2-digit numbers.
mpcwjov,misaglf,fhbcvwv,Working with Ratio
mpdavat,mxpaaxn,cpgyqua,Writing tenths as decimals.
mpdkewr,apcfbun,iswyqvs,Using multiplication and division facts up to 12 x 12.
mpdpdpy,geotzme,ecwvorq,Choosing a mental or written method.
mpdrxjd,fdvuidj,hjfghwb,"Knowing the value of each digit in numbers up to 1,000,000."
mpdstgt,lhfjput,fjbqcsv,Comparing and ordering fractions by finding a common denominator.
mpebkvc,bjyntxo,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
mpemfdd,njaylsh,htmuncx,"Ordering numbers up to 1,000. "
mpempdh,frocyao,meqpwaq,Solving real-life problems with remainders.
mpfeuhk,djwsnsu,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
mpfliro,kzxccsx,jtdvfzo,Dividing using short division with exchange.
mpfuipp,gyimfcg,lnbrdyi,Measuring the perimeter of 2D shapes. 
mpgacsr,fouihah,mlkxdrb,Solving area and perimeter problems.
mpgafvs,jdvfnwr,iaxxfeb,Using mental strategies to multiply.
mpgbjhp,hhsbvwx,cjlaygb,Estimating the position of tenths and hundredths on a number line.
mpgcayn,fvdgumj,khgykop,"Ordering numbers up to 1,000,000."
mpgccvq,cuydkyw,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
mpgkqdh,ntesvra,dtzmqls,"Working with Fractions, Decimals and Percentages"
mphukgv,kuvsgzq,folqlut,Comparing numbers with up to 2 decimal places using money.
mpifzbc,henzpcp,bvaxfzg,Adding and subtracting fractions with different denominators.
mpigyoe,curveag,erozqvz,Making a whole. 
mpiwkvt,heywisf,acvbcev,Comparing fractions using reasoning.
mpjjsyl,kyuejoz,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
mpkdbtl,lfjkjpd,krfuudx,Counting in multiples.
mpkoqhj,fbzddjq,defjxwm,Using multipliers to solve direct proportion problems
mpkthph,klkxkrb,dzbfsdd,Finding square numbers.
mpkzxbg,ihkfozb,klriafb,Dividing using short division.
mplhztv,nhegahn,iaxxfeb,Using mental strategies to multiply.
mpmdfge,kflccio,lilhlgx,Adding using the column method with regrouping. 
mpmkzbl,dybodkx,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
mpmlzui,iomnyjj,ngojtjt,Adding two 2-digit numbers mentally. 
mpmnynz,gosclgd,jtdvfzo,Dividing using short division with exchange.
mpncfcn,kdkmfbr,bgeynjl,Adding and subtracting fractions within 1.
mpnefui,frpspdk,jczttsr,Writing simple fractions as decimals.
mpnictg,irmbphf,bmtcjox,Converting between units of measure.
mpninnr,jfqwhlv,lqqnofn,Working with Similar Shapes
mpnqzqg,hetxugu,luxensj,Comparing numbers with up to 2 decimal places.
mpohhip,bvdeeop,heqwrmw,Using doubling and halving to find multiplication facts.
mpohprs,euaimcn,eypteqi,Calculating with Fractions in Context. 
mpojzbp,cfdfinu,mndvwdh,Understanding fractions greater than 1.
mpooulw,akguiuk,hdmckzm,Calculating areas.
mporocy,bnwpsao,folqlut,Comparing numbers with up to 2 decimal places using money.
mpparrb,kjlqfpe,mntjdry,Finding equivalent fractions using a number line.
mppgopf,gnjldwi,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
mppmtio,ataejlg,fkmofmm,Rounding numbers to 2 decimal places.
mppzhpq,daeqkhh,dwfrhvb,Adding or subtracting tenths or hundredths.
mpqnake,cjgkqwg,ittdkew,Finding equivalent fractions.
mpscgfs,eitiktn,cbyyaui,Adding and subtracting using rounding and adjusting.
mpscirr,hknjxew,cpfyoqp,Drawing and Interpreting Scatter Graphs
mpsehaa,dmnbzmt,gosyndz,Using multiplication to convert units of measure.
mpslyyk,fvuxsof,ipbeakp,Finding multiples.
mpsqewc,mdhmsxg,hdlyxit,Using fractions to solve problems.
mpsquic,gbknxnf,eukmzxl,Adding and subtracting tens to a 2-digit number. 
mpsthsi,hnhfuwo,ahgjnev,Finding percentages of an amount.
mpsudsc,dcyrorm,lvlmpiw,Calculating the perimeter of rectangles.
mpsuegf,hawtrig,kccejva,Multiplying using short multiplication.
mpszbed,diefufz,bmtcjox,Converting between units of measure.
mpteqyp,dmnnyds,kjndrbo,Calculating Averages from Tables
mptexol,dvoibtk,bvaxfzg,Adding and subtracting fractions with different denominators.
mptokuo,jesoksa,lddighw,"Comparing numbers up to 10,000."
mptudfh,igjdfze,jzbokzb,Using mental strategies to divide.
mpugohx,kzxztjq,fvlruzc,"Showing and partitioning numbers up to 10,000. "
mpumcbq,flutoxf,krfuudx,Counting in multiples.
mpunjpy,gzcejhc,dwfrhvb,Adding or subtracting tenths or hundredths.
mpunosj,isgokez,ahgjnev,Finding percentages of an amount.
mpvahqe,lpvjzfn,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
mpvapwb,gduyytm,cjlaygb,Estimating the position of tenths and hundredths on a number line.
mpvbomq,khcmimf,mcnzvid,Developing Fluency with Addition and Subtraction
mpvhdum,ddiqqox,jzbokzb,Using mental strategies to divide.
mpvkemg,ekljdpe,aisoxgv,Using known facts to work out other multiplication facts. 
mpvknox,jsfidfb,jhhktze,Grouping and counting in 10s. 
mpvuyvf,ehtrlpk,erozqvz,Making a whole. 
mpwbbzj,kwkztjg,fjbqcsv,Comparing and ordering fractions by finding a common denominator.
mpwdtms,lrmogwv,jtdvfzo,Dividing using short division with exchange.
mpwugke,hduxrzj,nbnqdnl,Multiplying and dividing decimals using known facts.
mpwvtvd,lngzpdc,bfhkqzq,Finding fractions of a set of objects.
mpwxqpa,irssywa,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
mpxhbml,majvbjk,jfvgeod,Multiplying up to 3-digits using short multiplication.
mpxivet,kmerrzd,eiqjtpi,Looking at patterns using a multiplication square. 
mpxkyqv,mgvymdm,hrpfpoj,Using fact families to multiply and divide.
mpxwbwt,jjcmimk,icdggsk,"Comparing numbers up to 1,000."
mpycsnh,iqcgatz,bmtcjox,Converting between units of measure.
mpyrvii,ftgzrmr,kccejva,Multiplying using short multiplication.
mpzakmz,cuhlwny,couwqal,"Ordering numbers up to 10,000."
mpzdyxq,cqbvyrv,luxensj,Comparing numbers with up to 2 decimal places.
mpzepkv,nqjfbvn,lvzqzmo,Solving problems involving conversions between metric measures.
mpzwkut,lyboczj,bmtcjox,Converting between units of measure.
mqahyid,legvxxa,dwfrhvb,Adding or subtracting tenths or hundredths.
mqaocwo,cixddkz,dwfrhvb,Adding or subtracting tenths or hundredths.
mqarbmx,lxgjbdk,bvaxfzg,Adding and subtracting fractions with different denominators.
mqarxxz,mxpjtpq,cpgyqua,Writing tenths as decimals.
mqbfdxw,botrnhp,mlfcler,Adding and subtracting decimals using known facts.
mqbiwec,ggnvsxn,jtdvfzo,Dividing using short division with exchange.
mqbjmil,fsnugka,eecbecn,Identifying right angles in shapes. 
mqbqzpa,iuiyolz,jfvgeod,Multiplying up to 3-digits using short multiplication.
mqbruor,ksvjtew,aqihdxz,Adding and subtracting amounts of money to give change. 
mqcbldf,mmtvtyh,jfiewtm,Finding missing numbers using the inverse. 
mqcdsbm,ckhvztt,cjrlypt,"Estimating the position of a number up to 10,000,000 on a number line"
mqckaqd,axlisvs,gsowtvc,Solving real-life problems with bar models.
mqcngoz,kbobzox,jtdvfzo,Dividing using short division with exchange.
mqdnivm,miavngn,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
mqefusn,djildcz,ahgjnev,Finding percentages of an amount.
mqeutqy,jlzgqfk,dwfrhvb,Adding or subtracting tenths or hundredths.
mqfefus,engklxa,nulmadz,"Rounding numbers to the nearest 10,000 and 100,000."
mqfeycj,hutmrqr,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
mqflgiz,hqpsens,nulmadz,"Rounding numbers to the nearest 10,000 and 100,000."
mqftcls,fcweztz,nulmadz,"Rounding numbers to the nearest 10,000 and 100,000."
mqgjhnf,anxykml,fgtrzrl,Using Direct and Inverse Proportion
mqgjzbl,jrwltzr,meqpwaq,Solving real-life problems with remainders.
mqhjmzo,nodjumi,ccxzyiu,Ordering numbers with up to 2 decimal places 
mqhojcn,jwpmjdx,nbnqdnl,Multiplying and dividing decimals using known facts.
mqidblc,eqlcmhy,ahgjnev,Finding percentages of an amount.
mqipcvc,ixelsqb,dwfrhvb,Adding or subtracting tenths or hundredths.
mqiseat,ffkasvm,dwfrhvb,Adding or subtracting tenths or hundredths.
mqixwra,iawjtco,emnvuqq,Writing money using £ and p.
mqjaugc,hgxoenz,kgxqvtl,"Using 2x, 5x and 10x table. "
mqjawui,mqofmdy,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
mqjdwgj,cgqdamx,hdmckzm,Calculating areas.
mqjoqtb,bfvpkpo,jczttsr,Writing simple fractions as decimals.
mqjqdhz,mdgbyht,begwnzt,Solving problems involving fractions.
mqjqfdm,mllqjbf,ittdkew,Finding equivalent fractions.
mqjwmzs,efrafvf,kqwftnv,Adding and subtracting 10s or 100s. 
mqkkppl,iaytoub,ggejqyt,Using the Product Rule for Counting
mqkmyhr,dtfelnw,ctnktuy,Using diagrams to show equivalent fractions.
mqkrrii,gbeirll,cbyyaui,Adding and subtracting using rounding and adjusting.
mqkvjrv,mxmsfuv,meqpwaq,Solving real-life problems with remainders.
mqkvztk,bzmxhri,kqwftnv,Adding and subtracting 10s or 100s. 
mqlgiqr,klppklo,lvzqzmo,Solving problems involving conversions between metric measures.
mqlmsme,bwdtbup,eypteqi,Calculating with Fractions in Context. 
mqlzmrn,mqyrftx,eukmzxl,Adding and subtracting tens to a 2-digit number. 
mqmrscb,jncpvko,eypteqi,Calculating with Fractions in Context. 
mqnhjdl,hgrhoqo,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
mqnmtxm,jzjquvu,npjzxlw,Finding common multiples.
mqnnhbn,jzcaofn,dxrehpm,Translating shapes on a coordinate grid
mqnsnpf,djwhjkw,jloipph,Dividing using partitioning.
mqnxiwp,mgemkow,heqwrmw,Using doubling and halving to find multiplication facts.
mqonhym,lpgvcir,mlkxdrb,Solving area and perimeter problems.
mqowoto,nrdqbhz,npjzxlw,Finding common multiples.
mqpamed,hrupali,ittdkew,Finding equivalent fractions.
mqpkbct,cwobapv,kbxayvd,Finding common factors of two numbers.
mqqbxpz,lgobmfi,aisoxgv,Using known facts to work out other multiplication facts. 
mqqculc,kwaeyls,mlfcler,Adding and subtracting decimals using known facts.
mqqddcj,mamdkrk,hqsyvyo,Probability Scales
mqqeddj,naxmpxd,bllttmr,Writing percentages as fractions and decimals.
mqqpxkl,kbpsubr,mflvjfv,Using known facts to find factors.
mqqquex,ipycpks,kccejva,Multiplying using short multiplication.
mqqrcam,lsxpric,jtdvfzo,Dividing using short division with exchange.
mqqrrqv,edeldon,lkmvbac,Calculating the Surface Area of Prisms and Cylinders
mqqxaoy,huuzruf,ipbeakp,Finding multiples.
mqrjdwc,kmbaara,begwnzt,Solving problems involving fractions.
mqrlzhx,bxrzwhl,ahgjnev,Finding percentages of an amount.
mqrolmm,fojsenv,ipbeakp,Finding multiples.
mqrzjwc,nhrybwb,lortfat,Rounding numbers to the nearest tenth.
mqscvrp,avukaez,meqpwaq,Solving real-life problems with remainders.
mqsjaos,jzmysna,dwfrhvb,Adding or subtracting tenths or hundredths.
mqslzwj,iekxlec,krfuudx,Counting in multiples.
